Set,Problem,Initial,Move,Feasibility,size,nImprove,nNeutral,nWorse,nnFrac
Lpr,Lpr-a-01,U_5R_best,relocate,infeasible,53,0,0,0,1.00
Lpr,Lpr-a-01,U_5R_best,relocate,feasible,53,0,21,2581,1.00
Lpr,Lpr-a-01,U_5R_best,exchange,infeasible,53,0,0,0,1.00
Lpr,Lpr-a-01,U_5R_best,exchange,feasible,53,0,1,1275,1.00
Lpr,Lpr-a-01,U_5R_best,relocateBeforeDummy,infeasible,53,0,0,0,1.00
Lpr,Lpr-a-01,U_5R_best,relocateBeforeDummy,feasible,53,0,0,102,1.00
Lpr,Lpr-a-01,U_5R_best,crossAtDummy,infeasible,53,4,1,59,1.00
Lpr,Lpr-a-01,U_5R_best,crossAtDummy,feasible,53,0,1,37,1.00
Lpr,Lpr-a-01,U_5R_best,cross,infeasible,53,0,42,712,1.00
Lpr,Lpr-a-01,U_5R_best,cross,feasible,53,0,15,507,1.00
Lpr,Lpr-a-01,IM_best,relocate,infeasible,53,0,0,0,1.00
Lpr,Lpr-a-01,IM_best,relocate,feasible,53,0,32,2570,1.00
Lpr,Lpr-a-01,IM_best,exchange,infeasible,53,0,0,0,1.00
Lpr,Lpr-a-01,IM_best,exchange,feasible,53,0,5,1271,1.00
Lpr,Lpr-a-01,IM_best,relocateBeforeDummy,infeasible,53,0,0,0,1.00
Lpr,Lpr-a-01,IM_best,relocateBeforeDummy,feasible,53,0,4,98,1.00
Lpr,Lpr-a-01,IM_best,crossAtDummy,infeasible,53,4,3,55,1.00
Lpr,Lpr-a-01,IM_best,crossAtDummy,feasible,53,0,5,35,1.00
Lpr,Lpr-a-01,IM_best,cross,infeasible,53,0,49,683,1.00
Lpr,Lpr-a-01,IM_best,cross,feasible,53,0,14,530,1.00
Lpr,Lpr-a-01,PS_5R_best,relocate,infeasible,53,0,3,181,1.00
Lpr,Lpr-a-01,PS_5R_best,relocate,feasible,53,0,18,2400,1.00
Lpr,Lpr-a-01,PS_5R_best,exchange,infeasible,53,0,0,66,1.00
Lpr,Lpr-a-01,PS_5R_best,exchange,feasible,53,0,1,1209,1.00
Lpr,Lpr-a-01,PS_5R_best,relocateBeforeDummy,infeasible,53,0,0,4,1.00
Lpr,Lpr-a-01,PS_5R_best,relocateBeforeDummy,feasible,53,0,0,98,1.00
Lpr,Lpr-a-01,PS_5R_best,crossAtDummy,infeasible,53,4,0,60,1.00
Lpr,Lpr-a-01,PS_5R_best,crossAtDummy,feasible,53,0,1,37,1.00
Lpr,Lpr-a-01,PS_5R_best,cross,infeasible,53,0,40,1001,1.00
Lpr,Lpr-a-01,PS_5R_best,cross,feasible,53,0,15,220,1.00
Lpr,Lpr-a-02,IM_best,relocate,infeasible,110,0,0,0,1.00
Lpr,Lpr-a-02,IM_best,relocate,feasible,110,0,42,11080,1.00
Lpr,Lpr-a-02,IM_best,relocateBeforeDummy,infeasible,110,0,0,0,1.00
Lpr,Lpr-a-02,IM_best,relocateBeforeDummy,feasible,110,0,2,321,1.00
Lpr,Lpr-a-02,IM_best,crossAtDummy,infeasible,110,11,0,252,1.00
Lpr,Lpr-a-02,IM_best,crossAtDummy,feasible,110,0,2,44,1.00
Lpr,Lpr-a-02,IM_best,exchange,infeasible,110,0,0,0,1.00
Lpr,Lpr-a-02,IM_best,exchange,feasible,110,0,4,5767,1.00
Lpr,Lpr-a-02,IM_best,cross,infeasible,110,0,98,3603,1.00
Lpr,Lpr-a-02,IM_best,cross,feasible,110,0,16,1538,1.00
Lpr,Lpr-a-02,PS_5R_best,relocate,infeasible,110,1,5,2741,1.00
Lpr,Lpr-a-02,PS_5R_best,relocate,feasible,110,0,32,8342,1.00
Lpr,Lpr-a-02,PS_5R_best,relocateBeforeDummy,infeasible,110,0,1,66,1.00
Lpr,Lpr-a-02,PS_5R_best,relocateBeforeDummy,feasible,110,0,1,256,1.00
Lpr,Lpr-a-02,PS_5R_best,crossAtDummy,infeasible,110,10,3,244,1.00
Lpr,Lpr-a-02,PS_5R_best,crossAtDummy,feasible,110,0,0,52,1.00
Lpr,Lpr-a-02,PS_5R_best,exchange,infeasible,110,0,0,1142,1.00
Lpr,Lpr-a-02,PS_5R_best,exchange,feasible,110,0,6,4623,1.00
Lpr,Lpr-a-02,PS_5R_best,cross,infeasible,110,3,103,3727,1.00
Lpr,Lpr-a-02,PS_5R_best,cross,feasible,110,0,24,1398,1.00
Lpr,Lpr-a-02,U_5R_best,relocate,infeasible,110,0,0,0,1.00
Lpr,Lpr-a-02,U_5R_best,relocate,feasible,110,0,48,11073,1.00
Lpr,Lpr-a-02,U_5R_best,relocateBeforeDummy,infeasible,110,0,0,0,1.00
Lpr,Lpr-a-02,U_5R_best,relocateBeforeDummy,feasible,110,0,2,322,1.00
Lpr,Lpr-a-02,U_5R_best,crossAtDummy,infeasible,110,9,3,249,1.00
Lpr,Lpr-a-02,U_5R_best,crossAtDummy,feasible,110,0,1,47,1.00
Lpr,Lpr-a-02,U_5R_best,exchange,infeasible,110,0,0,0,1.00
Lpr,Lpr-a-02,U_5R_best,exchange,feasible,110,0,7,5764,1.00
Lpr,Lpr-a-02,U_5R_best,cross,infeasible,110,1,95,3420,1.00
Lpr,Lpr-a-02,U_5R_best,cross,feasible,110,0,38,1701,1.00
Lpr,Lpr-a-03,IM_best,relocate,infeasible,338,4,34,23721,1.00
Lpr,Lpr-a-03,IM_best,relocate,feasible,338,2,160,77861,1.00
Lpr,Lpr-a-03,IM_best,exchange,infeasible,338,0,4,10106,1.00
Lpr,Lpr-a-03,IM_best,exchange,feasible,338,1,16,46093,1.00
Lpr,Lpr-a-03,IM_best,relocateBeforeDummy,infeasible,338,0,2,545,1.00
Lpr,Lpr-a-03,IM_best,relocateBeforeDummy,feasible,338,0,4,1800,1.00
Lpr,Lpr-a-03,IM_best,crossAtDummy,infeasible,338,51,12,1912,1.00
Lpr,Lpr-a-03,IM_best,crossAtDummy,feasible,338,0,5,141,1.00
Lpr,Lpr-a-03,IM_best,cross,infeasible,338,18,408,39129,1.00
Lpr,Lpr-a-03,IM_best,cross,feasible,338,0,41,6163,1.00
Lpr,Lpr-a-03,U_5R_best,relocate,infeasible,338,1,29,28635,1.00
Lpr,Lpr-a-03,U_5R_best,relocate,feasible,338,1,122,72993,1.00
Lpr,Lpr-a-03,U_5R_best,exchange,infeasible,338,0,3,12697,1.00
Lpr,Lpr-a-03,U_5R_best,exchange,feasible,338,1,24,43494,1.00
Lpr,Lpr-a-03,U_5R_best,relocateBeforeDummy,infeasible,338,2,8,602,1.00
Lpr,Lpr-a-03,U_5R_best,relocateBeforeDummy,feasible,338,0,10,1730,1.00
Lpr,Lpr-a-03,U_5R_best,crossAtDummy,infeasible,338,58,41,1873,1.00
Lpr,Lpr-a-03,U_5R_best,crossAtDummy,feasible,338,0,3,146,1.00
Lpr,Lpr-a-03,U_5R_best,cross,infeasible,338,12,399,39691,1.00
Lpr,Lpr-a-03,U_5R_best,cross,feasible,338,0,42,5615,1.00
Lpr,Lpr-a-03,PS_5R_best,relocate,infeasible,338,0,23,28289,1.00
Lpr,Lpr-a-03,PS_5R_best,relocate,feasible,338,0,157,73313,1.00
Lpr,Lpr-a-03,PS_5R_best,relocateBeforeDummy,infeasible,338,3,9,577,1.00
Lpr,Lpr-a-03,PS_5R_best,relocateBeforeDummy,feasible,338,1,9,1752,1.00
Lpr,Lpr-a-03,PS_5R_best,crossAtDummy,infeasible,338,62,47,1874,1.00
Lpr,Lpr-a-03,PS_5R_best,crossAtDummy,feasible,338,0,1,137,1.00
Lpr,Lpr-a-03,PS_5R_best,exchange,infeasible,338,0,1,12468,1.00
Lpr,Lpr-a-03,PS_5R_best,exchange,feasible,338,0,9,43739,1.00
Lpr,Lpr-a-03,PS_5R_best,cross,infeasible,338,8,440,39731,1.00
Lpr,Lpr-a-03,PS_5R_best,cross,feasible,338,0,19,5561,1.00
Lpr,Lpr-a-04,U_5R_best,relocate,infeasible,538,49,196,189908,1.00
Lpr,Lpr-a-04,U_5R_best,relocate,feasible,538,0,167,78728,1.00
Lpr,Lpr-a-04,U_5R_best,relocateBeforeDummy,infeasible,538,30,64,3949,1.00
Lpr,Lpr-a-04,U_5R_best,relocateBeforeDummy,feasible,538,0,7,1846,1.00
Lpr,Lpr-a-04,U_5R_best,crossAtDummy,infeasible,538,234,181,5056,1.00
Lpr,Lpr-a-04,U_5R_best,crossAtDummy,feasible,538,0,3,48,1.00
Lpr,Lpr-a-04,U_5R_best,exchange,infeasible,538,3,23,89742,1.00
Lpr,Lpr-a-04,U_5R_best,exchange,feasible,538,0,20,53533,1.00
Lpr,Lpr-a-04,U_5R_best,cross,infeasible,538,142,1109,121963,1.00
Lpr,Lpr-a-04,U_5R_best,cross,feasible,538,0,10,2537,1.00
Lpr,Lpr-a-04,PS_5R_best,relocate,infeasible,538,53,225,187262,1.00
Lpr,Lpr-a-04,PS_5R_best,relocate,feasible,538,0,136,81372,1.00
Lpr,Lpr-a-04,PS_5R_best,relocateBeforeDummy,infeasible,538,8,38,4061,1.00
Lpr,Lpr-a-04,PS_5R_best,relocateBeforeDummy,feasible,538,0,15,1774,1.00
Lpr,Lpr-a-04,PS_5R_best,crossAtDummy,infeasible,538,154,138,5180,1.00
Lpr,Lpr-a-04,PS_5R_best,crossAtDummy,feasible,538,0,4,46,1.00
Lpr,Lpr-a-04,PS_5R_best,exchange,infeasible,538,3,20,83775,1.00
Lpr,Lpr-a-04,PS_5R_best,exchange,feasible,538,0,19,59503,1.00
Lpr,Lpr-a-04,PS_5R_best,cross,infeasible,538,152,1135,121633,1.00
Lpr,Lpr-a-04,PS_5R_best,cross,feasible,538,0,18,2823,1.00
Lpr,Lpr-a-04,IM_best,relocate,infeasible,538,21,250,198935,1.00
Lpr,Lpr-a-04,IM_best,relocate,feasible,538,1,158,69684,1.00
Lpr,Lpr-a-04,IM_best,relocateBeforeDummy,infeasible,538,8,53,4150,1.00
Lpr,Lpr-a-04,IM_best,relocateBeforeDummy,feasible,538,0,2,1682,1.00
Lpr,Lpr-a-04,IM_best,crossAtDummy,infeasible,538,159,97,5204,1.00
Lpr,Lpr-a-04,IM_best,crossAtDummy,feasible,538,0,1,61,1.00
Lpr,Lpr-a-04,IM_best,exchange,infeasible,538,2,31,99726,1.00
Lpr,Lpr-a-04,IM_best,exchange,feasible,538,0,21,43539,1.00
Lpr,Lpr-a-04,IM_best,cross,infeasible,538,49,993,122216,1.00
Lpr,Lpr-a-04,IM_best,cross,feasible,538,0,11,2492,1.00
Lpr,Lpr-a-05,IM_best,relocate,infeasible,865,128,501,602486,1.00
Lpr,Lpr-a-05,IM_best,relocate,feasible,865,2,161,91396,1.00
Lpr,Lpr-a-05,IM_best,relocateBeforeDummy,infeasible,865,105,133,12557,1.00
Lpr,Lpr-a-05,IM_best,relocateBeforeDummy,feasible,865,0,8,2731,1.00
Lpr,Lpr-a-05,IM_best,crossAtDummy,infeasible,865,533,313,12905,1.00
Lpr,Lpr-a-05,IM_best,crossAtDummy,feasible,865,0,1,738,1.00
Lpr,Lpr-a-05,IM_best,exchange,infeasible,865,4,35,286279,1.00
Lpr,Lpr-a-05,IM_best,exchange,feasible,865,1,23,85506,1.00
Lpr,Lpr-a-05,IM_best,cross,infeasible,865,279,1747,316359,1.00
Lpr,Lpr-a-05,IM_best,cross,feasible,865,0,9,5233,1.00
Lpr,Lpr-a-05,PS_5R_best,relocate,infeasible,865,33,336,374657,1.00
Lpr,Lpr-a-05,PS_5R_best,relocate,feasible,865,0,234,319414,1.00
Lpr,Lpr-a-05,PS_5R_best,relocateBeforeDummy,infeasible,865,8,54,7799,1.00
Lpr,Lpr-a-05,PS_5R_best,relocateBeforeDummy,feasible,865,0,21,7652,1.00
Lpr,Lpr-a-05,PS_5R_best,crossAtDummy,infeasible,865,396,199,13139,1.00
Lpr,Lpr-a-05,PS_5R_best,crossAtDummy,feasible,865,0,18,738,1.00
Lpr,Lpr-a-05,PS_5R_best,exchange,infeasible,865,4,28,161943,1.00
Lpr,Lpr-a-05,PS_5R_best,exchange,feasible,865,0,35,209841,1.00
Lpr,Lpr-a-05,PS_5R_best,cross,infeasible,865,350,1868,294625,1.00
Lpr,Lpr-a-05,PS_5R_best,cross,feasible,865,0,134,26650,1.00
Lpr,Lpr-a-05,U_5R_best,relocate,infeasible,865,144,437,480100,1.00
Lpr,Lpr-a-05,U_5R_best,relocate,feasible,865,0,274,213721,1.00
Lpr,Lpr-a-05,U_5R_best,relocateBeforeDummy,infeasible,865,60,100,10049,1.00
Lpr,Lpr-a-05,U_5R_best,relocateBeforeDummy,feasible,865,0,32,5291,1.00
Lpr,Lpr-a-05,U_5R_best,crossAtDummy,infeasible,865,531,398,12833,1.00
Lpr,Lpr-a-05,U_5R_best,crossAtDummy,feasible,865,0,9,719,1.00
Lpr,Lpr-a-05,U_5R_best,exchange,infeasible,865,8,35,227527,1.00
Lpr,Lpr-a-05,U_5R_best,exchange,feasible,865,0,39,144243,1.00
Lpr,Lpr-a-05,U_5R_best,cross,infeasible,865,371,2065,295673,1.00
Lpr,Lpr-a-05,U_5R_best,cross,feasible,865,0,29,25489,1.00
Lpr,Lpr-b-01,U_5R_best,relocate,infeasible,56,0,0,0,1.00
Lpr,Lpr-b-01,U_5R_best,relocate,feasible,56,0,78,2564,1.00
Lpr,Lpr-b-01,U_5R_best,exchange,infeasible,56,0,0,0,1.00
Lpr,Lpr-b-01,U_5R_best,exchange,feasible,56,0,7,1415,1.00
Lpr,Lpr-b-01,U_5R_best,relocateBeforeDummy,infeasible,56,0,0,0,1.00
Lpr,Lpr-b-01,U_5R_best,relocateBeforeDummy,feasible,56,0,10,98,1.00
Lpr,Lpr-b-01,U_5R_best,crossAtDummy,infeasible,56,4,2,62,1.00
Lpr,Lpr-b-01,U_5R_best,crossAtDummy,feasible,56,0,14,16,1.00
Lpr,Lpr-b-01,U_5R_best,cross,infeasible,56,2,78,605,1.00
Lpr,Lpr-b-01,U_5R_best,cross,feasible,56,0,8,484,1.00
Lpr,Lpr-b-01,PS_5R_best,relocate,infeasible,56,0,0,0,1.00
Lpr,Lpr-b-01,PS_5R_best,relocate,feasible,56,0,64,2578,1.00
Lpr,Lpr-b-01,PS_5R_best,exchange,infeasible,56,0,0,0,1.00
Lpr,Lpr-b-01,PS_5R_best,exchange,feasible,56,0,8,1413,1.00
Lpr,Lpr-b-01,PS_5R_best,relocateBeforeDummy,infeasible,56,0,0,0,1.00
Lpr,Lpr-b-01,PS_5R_best,relocateBeforeDummy,feasible,56,0,2,106,1.00
Lpr,Lpr-b-01,PS_5R_best,crossAtDummy,infeasible,56,4,3,61,1.00
Lpr,Lpr-b-01,PS_5R_best,crossAtDummy,feasible,56,0,3,27,1.00
Lpr,Lpr-b-01,PS_5R_best,cross,infeasible,56,0,56,685,1.00
Lpr,Lpr-b-01,PS_5R_best,cross,feasible,56,0,38,398,1.00
Lpr,Lpr-b-01,IM_best,relocate,infeasible,56,0,0,0,1.00
Lpr,Lpr-b-01,IM_best,relocate,feasible,56,0,66,2576,1.00
Lpr,Lpr-b-01,IM_best,exchange,infeasible,56,0,0,0,1.00
Lpr,Lpr-b-01,IM_best,exchange,feasible,56,0,16,1406,1.00
Lpr,Lpr-b-01,IM_best,relocateBeforeDummy,infeasible,56,0,0,0,1.00
Lpr,Lpr-b-01,IM_best,relocateBeforeDummy,feasible,56,0,8,100,1.00
Lpr,Lpr-b-01,IM_best,crossAtDummy,infeasible,56,4,4,59,1.00
Lpr,Lpr-b-01,IM_best,crossAtDummy,feasible,56,0,9,22,1.00
Lpr,Lpr-b-01,IM_best,cross,infeasible,56,1,41,579,1.00
Lpr,Lpr-b-01,IM_best,cross,feasible,56,0,51,505,1.00
Lpr,Lpr-b-02,U_5R_best,relocate,infeasible,111,0,13,815,1.00
Lpr,Lpr-b-02,U_5R_best,relocate,feasible,111,0,129,9936,1.00
Lpr,Lpr-b-02,U_5R_best,exchange,infeasible,111,0,0,122,1.00
Lpr,Lpr-b-02,U_5R_best,exchange,feasible,111,0,19,5728,1.00
Lpr,Lpr-b-02,U_5R_best,relocateBeforeDummy,infeasible,111,0,0,23,1.00
Lpr,Lpr-b-02,U_5R_best,relocateBeforeDummy,feasible,111,0,2,302,1.00
Lpr,Lpr-b-02,U_5R_best,crossAtDummy,infeasible,111,9,5,238,1.00
Lpr,Lpr-b-02,U_5R_best,crossAtDummy,feasible,111,0,5,43,1.00
Lpr,Lpr-b-02,U_5R_best,cross,infeasible,111,0,124,3477,1.00
Lpr,Lpr-b-02,U_5R_best,cross,feasible,111,0,69,1282,1.00
Lpr,Lpr-b-02,IM_best,relocate,infeasible,111,0,0,0,1.00
Lpr,Lpr-b-02,IM_best,relocate,feasible,111,0,157,10736,1.00
Lpr,Lpr-b-02,IM_best,exchange,infeasible,111,0,0,0,1.00
Lpr,Lpr-b-02,IM_best,exchange,feasible,111,0,22,5847,1.00
Lpr,Lpr-b-02,IM_best,relocateBeforeDummy,infeasible,111,0,0,0,1.00
Lpr,Lpr-b-02,IM_best,relocateBeforeDummy,feasible,111,0,10,317,1.00
Lpr,Lpr-b-02,IM_best,crossAtDummy,infeasible,111,10,13,224,1.00
Lpr,Lpr-b-02,IM_best,crossAtDummy,feasible,111,0,6,47,1.00
Lpr,Lpr-b-02,IM_best,cross,infeasible,111,1,159,3346,1.00
Lpr,Lpr-b-02,IM_best,cross,feasible,111,0,70,1376,1.00
Lpr,Lpr-b-02,PS_5R_best,relocate,infeasible,111,0,4,815,1.00
Lpr,Lpr-b-02,PS_5R_best,relocate,feasible,111,0,131,9943,1.00
Lpr,Lpr-b-02,PS_5R_best,exchange,infeasible,111,0,0,196,1.00
Lpr,Lpr-b-02,PS_5R_best,exchange,feasible,111,0,25,5648,1.00
Lpr,Lpr-b-02,PS_5R_best,relocateBeforeDummy,infeasible,111,0,0,21,1.00
Lpr,Lpr-b-02,PS_5R_best,relocateBeforeDummy,feasible,111,0,4,302,1.00
Lpr,Lpr-b-02,PS_5R_best,crossAtDummy,infeasible,111,9,16,226,1.00
Lpr,Lpr-b-02,PS_5R_best,crossAtDummy,feasible,111,0,2,47,1.00
Lpr,Lpr-b-02,PS_5R_best,cross,infeasible,111,0,139,3269,1.00
Lpr,Lpr-b-02,PS_5R_best,cross,feasible,111,0,61,1483,1.00
Lpr,Lpr-b-03,IM_best,relocate,infeasible,332,1,72,21904,1.00
Lpr,Lpr-b-03,IM_best,relocate,feasible,332,0,249,78075,1.00
Lpr,Lpr-b-03,IM_best,exchange,infeasible,332,0,12,8675,1.00
Lpr,Lpr-b-03,IM_best,exchange,feasible,332,0,46,45507,1.00
Lpr,Lpr-b-03,IM_best,relocateBeforeDummy,infeasible,332,0,12,469,1.00
Lpr,Lpr-b-03,IM_best,relocateBeforeDummy,feasible,332,0,14,1814,1.00
Lpr,Lpr-b-03,IM_best,crossAtDummy,infeasible,332,49,32,1885,1.00
Lpr,Lpr-b-03,IM_best,crossAtDummy,feasible,332,0,10,152,1.00
Lpr,Lpr-b-03,IM_best,cross,infeasible,332,15,568,38427,1.00
Lpr,Lpr-b-03,IM_best,cross,feasible,332,0,83,6969,1.00
Lpr,Lpr-b-03,U_5R_best,relocate,infeasible,332,4,32,19407,1.00
Lpr,Lpr-b-03,U_5R_best,relocate,feasible,332,0,257,80600,1.00
Lpr,Lpr-b-03,U_5R_best,relocateBeforeDummy,infeasible,332,1,11,363,1.00
Lpr,Lpr-b-03,U_5R_best,relocateBeforeDummy,feasible,332,0,34,1901,1.00
Lpr,Lpr-b-03,U_5R_best,crossAtDummy,infeasible,332,52,81,1802,1.00
Lpr,Lpr-b-03,U_5R_best,crossAtDummy,feasible,332,0,9,184,1.00
Lpr,Lpr-b-03,U_5R_best,exchange,infeasible,332,0,7,8082,1.00
Lpr,Lpr-b-03,U_5R_best,exchange,feasible,332,0,47,46101,1.00
Lpr,Lpr-b-03,U_5R_best,cross,infeasible,332,16,496,39047,1.00
Lpr,Lpr-b-03,U_5R_best,cross,feasible,332,0,73,6430,1.00
Lpr,Lpr-b-03,PS_5R_best,relocate,infeasible,332,3,45,26547,1.00
Lpr,Lpr-b-03,PS_5R_best,relocate,feasible,332,0,267,73438,1.00
Lpr,Lpr-b-03,PS_5R_best,relocateBeforeDummy,infeasible,332,3,21,513,1.00
Lpr,Lpr-b-03,PS_5R_best,relocateBeforeDummy,feasible,332,0,43,1730,1.00
Lpr,Lpr-b-03,PS_5R_best,crossAtDummy,infeasible,332,68,100,1759,1.00
Lpr,Lpr-b-03,PS_5R_best,crossAtDummy,feasible,332,0,12,189,1.00
Lpr,Lpr-b-03,PS_5R_best,exchange,infeasible,332,1,2,13532,1.00
Lpr,Lpr-b-03,PS_5R_best,exchange,feasible,332,0,32,40670,1.00
Lpr,Lpr-b-03,PS_5R_best,cross,infeasible,332,5,478,38915,1.00
Lpr,Lpr-b-03,PS_5R_best,cross,feasible,332,0,70,6594,1.00
Lpr,Lpr-b-04,IM_best,relocate,infeasible,510,22,376,160054,1.00
Lpr,Lpr-b-04,IM_best,relocate,feasible,510,0,265,93285,1.00
Lpr,Lpr-b-04,IM_best,relocateBeforeDummy,infeasible,510,2,47,3242,1.00
Lpr,Lpr-b-04,IM_best,relocateBeforeDummy,feasible,510,0,13,2284,1.00
Lpr,Lpr-b-04,IM_best,crossAtDummy,infeasible,510,146,96,4996,1.00
Lpr,Lpr-b-04,IM_best,crossAtDummy,feasible,510,0,11,251,1.00
Lpr,Lpr-b-04,IM_best,exchange,infeasible,510,2,71,70514,1.00
Lpr,Lpr-b-04,IM_best,exchange,feasible,510,0,60,58124,1.00
Lpr,Lpr-b-04,IM_best,cross,infeasible,510,61,1183,113629,1.00
Lpr,Lpr-b-04,IM_best,cross,feasible,510,0,72,9815,1.00
Lpr,Lpr-b-04,U_5R_best,relocate,infeasible,510,13,273,120272,1.00
Lpr,Lpr-b-04,U_5R_best,relocate,feasible,510,0,374,133070,1.00
Lpr,Lpr-b-04,U_5R_best,relocateBeforeDummy,infeasible,510,4,60,2463,1.00
Lpr,Lpr-b-04,U_5R_best,relocateBeforeDummy,feasible,510,0,34,3027,1.00
Lpr,Lpr-b-04,U_5R_best,cross,infeasible,510,105,1252,112085,1.00
Lpr,Lpr-b-04,U_5R_best,cross,feasible,510,0,92,11226,1.00
Lpr,Lpr-b-04,U_5R_best,exchange,infeasible,510,4,31,46837,1.00
Lpr,Lpr-b-04,U_5R_best,exchange,feasible,510,0,68,81833,1.00
Lpr,Lpr-b-04,U_5R_best,crossAtDummy,infeasible,510,178,155,4901,1.00
Lpr,Lpr-b-04,U_5R_best,crossAtDummy,feasible,510,0,18,248,1.00
Lpr,Lpr-b-04,PS_5R_best,relocate,infeasible,510,11,281,131651,1.00
Lpr,Lpr-b-04,PS_5R_best,relocate,feasible,510,0,299,121761,1.00
Lpr,Lpr-b-04,PS_5R_best,exchange,infeasible,510,3,28,62541,1.00
Lpr,Lpr-b-04,PS_5R_best,exchange,feasible,510,0,45,66156,1.00
Lpr,Lpr-b-04,PS_5R_best,relocateBeforeDummy,infeasible,510,3,50,2631,1.00
Lpr,Lpr-b-04,PS_5R_best,relocateBeforeDummy,feasible,510,0,21,2882,1.00
Lpr,Lpr-b-04,PS_5R_best,crossAtDummy,infeasible,510,150,129,4911,1.00
Lpr,Lpr-b-04,PS_5R_best,crossAtDummy,feasible,510,0,13,297,1.00
Lpr,Lpr-b-04,PS_5R_best,cross,infeasible,510,62,1083,112245,1.00
Lpr,Lpr-b-04,PS_5R_best,cross,feasible,510,0,89,11281,1.00
Lpr,Lpr-b-05,IM_best,relocate,infeasible,839,37,733,476928,1.00
Lpr,Lpr-b-05,IM_best,relocate,feasible,839,0,391,191493,1.00
Lpr,Lpr-b-05,IM_best,relocateBeforeDummy,infeasible,839,20,89,9933,1.00
Lpr,Lpr-b-05,IM_best,relocateBeforeDummy,feasible,839,0,19,5003,1.00
Lpr,Lpr-b-05,IM_best,crossAtDummy,infeasible,839,445,158,13120,1.00
Lpr,Lpr-b-05,IM_best,crossAtDummy,feasible,839,0,12,665,1.00
Lpr,Lpr-b-05,IM_best,exchange,infeasible,839,8,133,212114,1.00
Lpr,Lpr-b-05,IM_best,exchange,feasible,839,0,87,137467,1.00
Lpr,Lpr-b-05,IM_best,cross,infeasible,839,118,2119,301793,1.00
Lpr,Lpr-b-05,IM_best,cross,feasible,839,0,84,15503,1.00
Lpr,Lpr-b-05,U_5R_best,relocate,infeasible,839,9,439,288436,1.00
Lpr,Lpr-b-05,U_5R_best,relocate,feasible,839,0,622,380074,1.00
Lpr,Lpr-b-05,U_5R_best,relocateBeforeDummy,infeasible,839,7,82,6225,1.00
Lpr,Lpr-b-05,U_5R_best,relocateBeforeDummy,feasible,839,0,58,8694,1.00
Lpr,Lpr-b-05,U_5R_best,crossAtDummy,infeasible,839,381,248,13108,1.00
Lpr,Lpr-b-05,U_5R_best,crossAtDummy,feasible,839,0,21,642,1.00
Lpr,Lpr-b-05,U_5R_best,exchange,infeasible,839,2,28,110663,1.00
Lpr,Lpr-b-05,U_5R_best,exchange,feasible,839,0,78,239037,1.00
Lpr,Lpr-b-05,U_5R_best,cross,infeasible,839,159,2134,289674,1.00
Lpr,Lpr-b-05,U_5R_best,cross,feasible,839,0,133,27517,1.00
Lpr,Lpr-b-05,PS_5R_best,relocate,infeasible,839,14,560,320734,1.00
Lpr,Lpr-b-05,PS_5R_best,relocate,feasible,839,0,561,347711,1.00
Lpr,Lpr-b-05,PS_5R_best,exchange,infeasible,839,1,55,126331,1.00
Lpr,Lpr-b-05,PS_5R_best,exchange,feasible,839,1,104,223318,1.00
Lpr,Lpr-b-05,PS_5R_best,relocateBeforeDummy,infeasible,839,3,44,6819,1.00
Lpr,Lpr-b-05,PS_5R_best,relocateBeforeDummy,feasible,839,0,50,8150,1.00
Lpr,Lpr-b-05,PS_5R_best,crossAtDummy,infeasible,839,356,132,13256,1.00
