Set,Problem,Initial,Move,Feasibility,size,nImprove,nNeutral,nWorse,nnFrac
eglese,egl-e2-C,IM_best,cross,feasible,145,0,1,159,1.00
eglese,egl-e2-C,U_5R_best,relocate,infeasible,145,44,143,6849,1.00
eglese,egl-e2-C,U_5R_best,relocate,feasible,145,0,44,3030,1.00
eglese,egl-e2-C,U_5R_best,relocateBeforeDummy,infeasible,145,31,103,1192,1.00
eglese,egl-e2-C,U_5R_best,relocateBeforeDummy,feasible,145,1,49,754,1.00
eglese,egl-e2-C,U_5R_best,crossAtDummy,infeasible,145,217,114,641,1.00
eglese,egl-e2-C,U_5R_best,crossAtDummy,feasible,145,0,9,84,1.00
eglese,egl-e2-C,U_5R_best,exchange,infeasible,145,11,16,6461,1.00
eglese,egl-e2-C,U_5R_best,exchange,feasible,145,0,18,3490,1.00
eglese,egl-e2-C,U_5R_best,cross,infeasible,145,36,210,1970,1.00
eglese,egl-e2-C,U_5R_best,cross,feasible,145,0,3,280,1.00
eglese,egl-e2-C,PS_5R_best,relocate,infeasible,145,82,173,8221,1.00
eglese,egl-e2-C,PS_5R_best,relocate,feasible,145,0,19,1613,1.00
eglese,egl-e2-C,PS_5R_best,exchange,infeasible,145,27,21,7900,1.00
eglese,egl-e2-C,PS_5R_best,exchange,feasible,145,0,22,2022,1.00
eglese,egl-e2-C,PS_5R_best,relocateBeforeDummy,infeasible,145,44,172,1408,1.00
eglese,egl-e2-C,PS_5R_best,relocateBeforeDummy,feasible,145,2,42,320,1.00
eglese,egl-e2-C,PS_5R_best,crossAtDummy,infeasible,145,237,138,586,1.00
eglese,egl-e2-C,PS_5R_best,crossAtDummy,feasible,145,0,1,32,1.00
eglese,egl-e2-C,PS_5R_best,cross,infeasible,145,34,221,2107,1.00
eglese,egl-e2-C,PS_5R_best,cross,feasible,145,0,3,133,1.00
eglese,egl-e3-A,IM_best,relocate,infeasible,175,4,100,11312,1.00
eglese,egl-e3-A,IM_best,relocate,feasible,175,1,47,3342,1.00
eglese,egl-e3-A,IM_best,relocateBeforeDummy,infeasible,175,3,44,999,1.00
eglese,egl-e3-A,IM_best,relocateBeforeDummy,feasible,175,0,7,323,1.00
eglese,egl-e3-A,IM_best,crossAtDummy,infeasible,175,68,42,562,1.00
eglese,egl-e3-A,IM_best,crossAtDummy,feasible,175,0,1,15,1.00
eglese,egl-e3-A,IM_best,exchange,infeasible,175,2,18,10860,1.00
eglese,egl-e3-A,IM_best,exchange,feasible,175,0,25,3743,1.00
eglese,egl-e3-A,IM_best,cross,infeasible,175,42,120,3372,1.00
eglese,egl-e3-A,IM_best,cross,feasible,175,0,6,122,1.00
eglese,egl-e3-A,PS_5R_best,relocate,infeasible,175,18,106,11220,1.00
eglese,egl-e3-A,PS_5R_best,relocate,feasible,175,0,27,3435,1.00
eglese,egl-e3-A,PS_5R_best,exchange,infeasible,175,12,20,10592,1.00
eglese,egl-e3-A,PS_5R_best,exchange,feasible,175,0,10,4014,1.00
eglese,egl-e3-A,PS_5R_best,relocateBeforeDummy,infeasible,175,2,65,985,1.00
eglese,egl-e3-A,PS_5R_best,relocateBeforeDummy,feasible,175,0,26,298,1.00
eglese,egl-e3-A,PS_5R_best,crossAtDummy,infeasible,175,67,85,525,1.00
eglese,egl-e3-A,PS_5R_best,crossAtDummy,feasible,175,0,0,11,1.00
eglese,egl-e3-A,PS_5R_best,cross,infeasible,175,14,134,3377,1.00
eglese,egl-e3-A,PS_5R_best,cross,feasible,175,0,0,137,1.00
eglese,egl-e3-A,U_5R_best,relocate,infeasible,175,6,76,10798,1.00
eglese,egl-e3-A,U_5R_best,relocate,feasible,175,1,43,3882,1.00
eglese,egl-e3-A,U_5R_best,relocateBeforeDummy,infeasible,175,4,63,963,1.00
eglese,egl-e3-A,U_5R_best,relocateBeforeDummy,feasible,175,0,25,321,1.00
eglese,egl-e3-A,U_5R_best,crossAtDummy,infeasible,175,89,72,522,1.00
eglese,egl-e3-A,U_5R_best,crossAtDummy,feasible,175,0,0,5,1.00
eglese,egl-e3-A,U_5R_best,exchange,infeasible,175,0,13,9607,1.00
eglese,egl-e3-A,U_5R_best,exchange,feasible,175,3,24,5001,1.00
eglese,egl-e3-A,U_5R_best,cross,infeasible,175,12,132,3342,1.00
eglese,egl-e3-A,U_5R_best,cross,feasible,175,0,7,169,1.00
eglese,egl-e3-B,IM_best,relocate,infeasible,175,30,170,11770,1.00
eglese,egl-e3-B,IM_best,relocate,feasible,175,1,39,2804,1.00
eglese,egl-e3-B,IM_best,relocateBeforeDummy,infeasible,175,25,125,1414,1.00
eglese,egl-e3-B,IM_best,relocateBeforeDummy,feasible,175,0,6,494,1.00
eglese,egl-e3-B,IM_best,crossAtDummy,infeasible,175,173,75,767,1.00
eglese,egl-e3-B,IM_best,crossAtDummy,feasible,175,0,0,17,1.00
eglese,egl-e3-B,IM_best,exchange,infeasible,175,9,29,11358,1.00
eglese,egl-e3-B,IM_best,exchange,feasible,175,0,15,3253,1.00
eglese,egl-e3-B,IM_best,cross,infeasible,175,33,190,3251,1.00
eglese,egl-e3-B,IM_best,cross,feasible,175,0,6,186,1.00
eglese,egl-e3-B,PS_5R_best,relocate,infeasible,175,29,138,11365,1.00
eglese,egl-e3-B,PS_5R_best,relocate,feasible,175,0,36,3246,1.00
eglese,egl-e3-B,PS_5R_best,relocateBeforeDummy,infeasible,175,14,111,1425,1.00
eglese,egl-e3-B,PS_5R_best,relocateBeforeDummy,feasible,175,2,32,480,1.00
eglese,egl-e3-B,PS_5R_best,crossAtDummy,infeasible,175,168,124,688,1.00
eglese,egl-e3-B,PS_5R_best,crossAtDummy,feasible,175,0,1,51,1.00
eglese,egl-e3-B,PS_5R_best,exchange,infeasible,175,9,21,10434,1.00
eglese,egl-e3-B,PS_5R_best,exchange,feasible,175,1,20,4179,1.00
eglese,egl-e3-B,PS_5R_best,cross,infeasible,175,20,212,3203,1.00
eglese,egl-e3-B,PS_5R_best,cross,feasible,175,0,4,227,1.00
eglese,egl-e3-B,U_5R_best,cross,infeasible,175,20,212,3198,1.00
eglese,egl-e3-B,U_5R_best,cross,feasible,175,0,5,231,1.00
eglese,egl-e3-B,U_5R_best,relocate,infeasible,175,37,141,11066,1.00
eglese,egl-e3-B,U_5R_best,relocate,feasible,175,0,29,3541,1.00
eglese,egl-e3-B,U_5R_best,relocateBeforeDummy,infeasible,175,19,90,1453,1.00
eglese,egl-e3-B,U_5R_best,relocateBeforeDummy,feasible,175,0,23,479,1.00
eglese,egl-e3-B,U_5R_best,crossAtDummy,infeasible,175,165,104,725,1.00
eglese,egl-e3-B,U_5R_best,crossAtDummy,feasible,175,0,0,38,1.00
eglese,egl-e3-B,U_5R_best,exchange,infeasible,175,9,19,9904,1.00
eglese,egl-e3-B,U_5R_best,exchange,feasible,175,1,22,4709,1.00
eglese,egl-e3-C,U_5R_best,relocate,infeasible,175,139,206,11139,1.00
eglese,egl-e3-C,U_5R_best,relocate,feasible,175,0,58,3284,1.00
eglese,egl-e3-C,U_5R_best,relocateBeforeDummy,infeasible,175,94,166,1908,1.00
eglese,egl-e3-C,U_5R_best,relocateBeforeDummy,feasible,175,1,50,877,1.00
eglese,egl-e3-C,U_5R_best,crossAtDummy,infeasible,175,335,150,986,1.00
eglese,egl-e3-C,U_5R_best,crossAtDummy,feasible,175,0,7,70,1.00
eglese,egl-e3-C,U_5R_best,exchange,infeasible,175,18,38,10656,1.00
eglese,egl-e3-C,U_5R_best,exchange,feasible,175,2,23,3951,1.00
eglese,egl-e3-C,U_5R_best,cross,infeasible,175,48,296,2941,1.00
eglese,egl-e3-C,U_5R_best,cross,feasible,175,0,10,377,1.00
eglese,egl-e3-C,PS_5R_best,relocate,infeasible,175,104,212,11928,1.00
eglese,egl-e3-C,PS_5R_best,relocate,feasible,175,0,33,2547,1.00
eglese,egl-e3-C,PS_5R_best,relocateBeforeDummy,infeasible,175,48,178,2134,1.00
eglese,egl-e3-C,PS_5R_best,relocateBeforeDummy,feasible,175,0,40,524,1.00
eglese,egl-e3-C,PS_5R_best,crossAtDummy,infeasible,175,353,146,892,1.00
eglese,egl-e3-C,PS_5R_best,crossAtDummy,feasible,175,0,2,69,1.00
eglese,egl-e3-C,PS_5R_best,exchange,infeasible,175,29,53,11074,1.00
eglese,egl-e3-C,PS_5R_best,exchange,feasible,175,0,41,3487,1.00
eglese,egl-e3-C,PS_5R_best,cross,infeasible,175,24,302,3113,1.00
eglese,egl-e3-C,PS_5R_best,cross,feasible,175,0,11,221,1.00
eglese,egl-e3-C,IM_best,relocate,infeasible,175,25,217,12322,1.00
eglese,egl-e3-C,IM_best,relocate,feasible,175,2,37,2221,1.00
eglese,egl-e3-C,IM_best,relocateBeforeDummy,infeasible,175,15,147,2272,1.00
eglese,egl-e3-C,IM_best,relocateBeforeDummy,feasible,175,0,19,471,1.00
eglese,egl-e3-C,IM_best,crossAtDummy,infeasible,175,356,86,991,1.00
eglese,egl-e3-C,IM_best,crossAtDummy,feasible,175,0,2,27,1.00
eglese,egl-e3-C,IM_best,exchange,infeasible,175,12,66,11266,1.00
eglese,egl-e3-C,IM_best,exchange,feasible,175,1,26,3313,1.00
eglese,egl-e3-C,IM_best,cross,infeasible,175,74,298,3060,1.00
eglese,egl-e3-C,IM_best,cross,feasible,175,0,4,235,1.00
eglese,egl-e4-A,PS_5R_best,relocate,infeasible,197,5,70,13791,1.00
eglese,egl-e4-A,PS_5R_best,relocate,feasible,197,0,46,4922,1.00
eglese,egl-e4-A,PS_5R_best,relocateBeforeDummy,infeasible,197,2,65,1205,1.00
eglese,egl-e4-A,PS_5R_best,relocateBeforeDummy,feasible,197,2,43,429,1.00
eglese,egl-e4-A,PS_5R_best,crossAtDummy,infeasible,197,97,105,662,1.00
eglese,egl-e4-A,PS_5R_best,crossAtDummy,feasible,197,0,2,7,1.00
eglese,egl-e4-A,PS_5R_best,exchange,infeasible,197,0,10,12594,1.00
eglese,egl-e4-A,PS_5R_best,exchange,feasible,197,0,14,6038,1.00
eglese,egl-e4-A,PS_5R_best,cross,infeasible,197,4,147,4319,1.00
eglese,egl-e4-A,PS_5R_best,cross,feasible,197,0,3,191,1.00
eglese,egl-e4-A,U_5R_best,relocate,infeasible,197,10,109,14219,1.00
eglese,egl-e4-A,U_5R_best,relocate,feasible,197,3,47,4446,1.00
eglese,egl-e4-A,U_5R_best,relocateBeforeDummy,infeasible,197,10,84,1200,1.00
eglese,egl-e4-A,U_5R_best,relocateBeforeDummy,feasible,197,1,21,430,1.00
eglese,egl-e4-A,U_5R_best,crossAtDummy,infeasible,197,114,86,665,1.00
eglese,egl-e4-A,U_5R_best,crossAtDummy,feasible,197,0,0,8,1.00
eglese,egl-e4-A,U_5R_best,exchange,infeasible,197,3,11,12722,1.00
eglese,egl-e4-A,U_5R_best,exchange,feasible,197,2,26,5892,1.00
eglese,egl-e4-A,U_5R_best,cross,infeasible,197,15,149,4304,1.00
eglese,egl-e4-A,U_5R_best,cross,feasible,197,0,7,189,1.00
eglese,egl-e4-B,PS_5R_best,relocate,infeasible,197,29,186,15913,1.00
eglese,egl-e4-B,PS_5R_best,relocate,feasible,197,0,34,2682,1.00
eglese,egl-e4-B,PS_5R_best,relocateBeforeDummy,infeasible,197,15,132,2125,1.00
eglese,egl-e4-B,PS_5R_best,relocateBeforeDummy,feasible,197,0,26,418,1.00
eglese,egl-e4-B,PS_5R_best,crossAtDummy,infeasible,197,211,144,985,1.00
eglese,egl-e4-B,PS_5R_best,crossAtDummy,feasible,197,0,1,17,1.00
eglese,egl-e4-B,PS_5R_best,exchange,infeasible,197,9,42,15025,1.00
eglese,egl-e4-B,PS_5R_best,exchange,feasible,197,0,10,3590,1.00
eglese,egl-e4-B,PS_5R_best,cross,infeasible,197,14,276,4198,1.00
eglese,egl-e4-B,PS_5R_best,cross,feasible,197,0,0,181,1.00
eglese,egl-e4-B,U_5R_best,relocate,infeasible,197,58,143,13509,1.00
eglese,egl-e4-B,U_5R_best,relocate,feasible,197,0,71,5065,1.00
eglese,egl-e4-B,U_5R_best,relocateBeforeDummy,infeasible,197,37,116,1775,1.00
eglese,egl-e4-B,U_5R_best,relocateBeforeDummy,feasible,197,0,35,947,1.00
eglese,egl-e4-B,U_5R_best,crossAtDummy,infeasible,197,245,103,1004,1.00
eglese,egl-e4-B,U_5R_best,crossAtDummy,feasible,197,0,7,96,1.00
eglese,egl-e4-B,U_5R_best,exchange,infeasible,197,13,15,12484,1.00
eglese,egl-e4-B,U_5R_best,exchange,feasible,197,0,28,6140,1.00
eglese,egl-e4-B,U_5R_best,cross,infeasible,197,33,239,3962,1.00
eglese,egl-e4-B,U_5R_best,cross,feasible,197,0,7,429,1.00
eglese,egl-e4-C,U_5R_best,relocate,infeasible,197,87,264,15203,1.00
eglese,egl-e4-C,U_5R_best,relocate,feasible,197,1,56,3245,1.00
eglese,egl-e4-C,U_5R_best,exchange,infeasible,197,36,71,13957,1.00
eglese,egl-e4-C,U_5R_best,exchange,feasible,197,0,23,4613,1.00
eglese,egl-e4-C,U_5R_best,relocateBeforeDummy,infeasible,197,64,224,2764,1.00
eglese,egl-e4-C,U_5R_best,relocateBeforeDummy,feasible,197,0,50,778,1.00
eglese,egl-e4-C,U_5R_best,crossAtDummy,infeasible,197,459,174,1221,1.00
eglese,egl-e4-C,U_5R_best,crossAtDummy,feasible,197,0,4,82,1.00
eglese,egl-e4-C,U_5R_best,cross,infeasible,197,46,377,3924,1.00
eglese,egl-e4-C,U_5R_best,cross,feasible,197,0,17,311,1.00
eglese,egl-e4-C,PS_5R_best,cross,infeasible,197,23,369,3933,1.00
eglese,egl-e4-C,PS_5R_best,cross,feasible,197,0,10,340,1.00
eglese,egl-e4-C,PS_5R_best,relocate,infeasible,197,59,233,15550,1.00
eglese,egl-e4-C,PS_5R_best,relocate,feasible,197,0,28,2986,1.00
eglese,egl-e4-C,PS_5R_best,relocateBeforeDummy,infeasible,197,46,227,2905,1.00
eglese,egl-e4-C,PS_5R_best,relocateBeforeDummy,feasible,197,0,48,654,1.00
eglese,egl-e4-C,PS_5R_best,crossAtDummy,infeasible,197,456,171,1226,1.00
eglese,egl-e4-C,PS_5R_best,crossAtDummy,feasible,197,0,5,82,1.00
eglese,egl-e4-C,PS_5R_best,exchange,infeasible,197,18,57,14209,1.00
eglese,egl-e4-C,PS_5R_best,exchange,feasible,197,0,21,4395,1.00
eglese,egl-e4-C,IM_best,relocate,infeasible,197,90,222,15512,1.00
eglese,egl-e4-C,IM_best,relocate,feasible,197,0,66,2966,1.00
eglese,egl-e4-C,IM_best,relocateBeforeDummy,infeasible,197,58,142,3000,1.00
eglese,egl-e4-C,IM_best,relocateBeforeDummy,feasible,197,0,30,650,1.00
eglese,egl-e4-C,IM_best,crossAtDummy,infeasible,197,468,107,1286,1.00
eglese,egl-e4-C,IM_best,crossAtDummy,feasible,197,0,6,73,1.00
eglese,egl-e4-C,IM_best,exchange,infeasible,197,27,60,13973,1.00
eglese,egl-e4-C,IM_best,exchange,feasible,197,2,26,4612,1.00
eglese,egl-e4-C,IM_best,cross,infeasible,197,83,384,3821,1.00
eglese,egl-e4-C,IM_best,cross,feasible,197,0,17,370,1.00
eglese,egl-s1-A,IM_best,relocate,infeasible,151,10,68,7700,1.00
eglese,egl-s1-A,IM_best,relocate,feasible,151,0,31,3155,1.00
eglese,egl-s1-A,IM_best,relocateBeforeDummy,infeasible,151,5,42,619,1.00
eglese,egl-s1-A,IM_best,relocateBeforeDummy,feasible,151,0,7,363,1.00
eglese,egl-s1-A,IM_best,crossAtDummy,infeasible,151,58,42,393,1.00
eglese,egl-s1-A,IM_best,crossAtDummy,feasible,151,0,1,24,1.00
eglese,egl-s1-A,IM_best,exchange,infeasible,151,5,18,7505,1.00
eglese,egl-s1-A,IM_best,exchange,feasible,151,0,6,3294,1.00
eglese,egl-s1-A,IM_best,cross,infeasible,151,39,88,2413,1.00
eglese,egl-s1-A,IM_best,cross,feasible,151,0,3,164,1.00
eglese,egl-s1-A,PS_5R_best,relocate,infeasible,151,14,70,6858,1.00
eglese,egl-s1-A,PS_5R_best,relocate,feasible,151,0,19,4003,1.00
eglese,egl-s1-A,PS_5R_best,relocateBeforeDummy,infeasible,151,20,66,518,1.00
eglese,egl-s1-A,PS_5R_best,relocateBeforeDummy,feasible,151,0,15,417,1.00
eglese,egl-s1-A,PS_5R_best,crossAtDummy,infeasible,151,78,77,347,1.00
eglese,egl-s1-A,PS_5R_best,crossAtDummy,feasible,151,0,0,16,1.00
eglese,egl-s1-A,PS_5R_best,exchange,infeasible,151,3,2,6087,1.00
eglese,egl-s1-A,PS_5R_best,exchange,feasible,151,0,4,4732,1.00
eglese,egl-s1-A,PS_5R_best,cross,infeasible,151,18,98,2365,1.00
eglese,egl-s1-A,PS_5R_best,cross,feasible,151,0,2,224,1.00
eglese,egl-s1-A,U_5R_best,relocate,infeasible,151,22,62,6912,1.00
eglese,egl-s1-A,U_5R_best,relocate,feasible,151,0,15,3953,1.00
eglese,egl-s1-A,U_5R_best,exchange,infeasible,151,2,5,5853,1.00
eglese,egl-s1-A,U_5R_best,exchange,feasible,151,1,3,4964,1.00
eglese,egl-s1-A,U_5R_best,relocateBeforeDummy,infeasible,151,11,53,572,1.00
eglese,egl-s1-A,U_5R_best,relocateBeforeDummy,feasible,151,1,18,381,1.00
eglese,egl-s1-A,U_5R_best,crossAtDummy,infeasible,151,64,72,357,1.00
eglese,egl-s1-A,U_5R_best,crossAtDummy,feasible,151,0,0,25,1.00
eglese,egl-s1-A,U_5R_best,cross,infeasible,151,19,106,2347,1.00
eglese,egl-s1-A,U_5R_best,cross,feasible,151,0,0,235,1.00
eglese,egl-s1-B,IM_best,relocate,infeasible,151,24,114,8536,1.00
eglese,egl-s1-B,IM_best,relocate,feasible,151,0,33,2263,1.00
eglese,egl-s1-B,IM_best,relocateBeforeDummy,infeasible,151,19,71,992,1.00
eglese,egl-s1-B,IM_best,relocateBeforeDummy,feasible,151,0,6,392,1.00
eglese,egl-s1-B,IM_best,crossAtDummy,infeasible,151,123,63,508,1.00
eglese,egl-s1-B,IM_best,crossAtDummy,feasible,151,0,0,46,1.00
eglese,egl-s1-B,IM_best,exchange,infeasible,151,4,25,7819,1.00
eglese,egl-s1-B,IM_best,exchange,feasible,151,0,19,2973,1.00
eglese,egl-s1-B,IM_best,cross,infeasible,151,63,131,2301,1.00
eglese,egl-s1-B,IM_best,cross,feasible,151,0,5,210,1.00
eglese,egl-s1-B,U_5R_best,relocate,infeasible,151,42,106,8342,1.00
eglese,egl-s1-B,U_5R_best,relocate,feasible,151,0,28,2452,1.00
eglese,egl-s1-B,U_5R_best,relocateBeforeDummy,infeasible,151,26,84,954,1.00
eglese,egl-s1-B,U_5R_best,relocateBeforeDummy,feasible,151,0,16,400,1.00
eglese,egl-s1-B,U_5R_best,crossAtDummy,infeasible,151,132,84,488,1.00
eglese,egl-s1-B,U_5R_best,crossAtDummy,feasible,151,0,0,36,1.00
eglese,egl-s1-B,U_5R_best,exchange,infeasible,151,6,20,7266,1.00
eglese,egl-s1-B,U_5R_best,exchange,feasible,151,3,15,3530,1.00
eglese,egl-s1-B,U_5R_best,cross,infeasible,151,36,150,2272,1.00
eglese,egl-s1-B,U_5R_best,cross,feasible,151,0,7,245,1.00
eglese,egl-s1-B,PS_5R_best,relocate,infeasible,151,27,83,8626,1.00
eglese,egl-s1-B,PS_5R_best,relocate,feasible,151,0,17,2217,1.00
eglese,egl-s1-B,PS_5R_best,relocateBeforeDummy,infeasible,151,21,104,993,1.00
eglese,egl-s1-B,PS_5R_best,relocateBeforeDummy,feasible,151,1,29,332,1.00
eglese,egl-s1-B,PS_5R_best,crossAtDummy,infeasible,151,146,117,439,1.00
eglese,egl-s1-B,PS_5R_best,crossAtDummy,feasible,151,0,1,37,1.00
eglese,egl-s1-B,PS_5R_best,exchange,infeasible,151,12,22,7498,1.00
eglese,egl-s1-B,PS_5R_best,exchange,feasible,151,1,12,3295,1.00
eglese,egl-s1-B,PS_5R_best,cross,infeasible,151,30,123,2335,1.00
eglese,egl-s1-B,PS_5R_best,cross,feasible,151,0,4,218,1.00
eglese,egl-s1-C,U_5R_best,relocate,infeasible,151,128,193,8457,1.00
eglese,egl-s1-C,U_5R_best,relocate,feasible,151,0,34,2168,1.00
eglese,egl-s1-C,U_5R_best,relocateBeforeDummy,infeasible,151,63,108,1441,1.00
eglese,egl-s1-C,U_5R_best,relocateBeforeDummy,feasible,151,1,19,588,1.00
eglese,egl-s1-C,U_5R_best,crossAtDummy,infeasible,151,236,104,696,1.00
eglese,egl-s1-C,U_5R_best,crossAtDummy,feasible,151,0,2,72,1.00
eglese,egl-s1-C,U_5R_best,exchange,infeasible,151,18,55,7611,1.00
eglese,egl-s1-C,U_5R_best,exchange,feasible,151,0,6,3170,1.00
eglese,egl-s1-C,U_5R_best,cross,infeasible,151,48,269,2100,1.00
eglese,egl-s1-C,U_5R_best,cross,feasible,151,0,2,296,1.00
eglese,egl-s1-C,PS_5R_best,relocate,infeasible,151,137,150,9131,1.00
eglese,egl-s1-C,PS_5R_best,relocate,feasible,151,0,23,1537,1.00
eglese,egl-s1-C,PS_5R_best,relocateBeforeDummy,infeasible,151,74,161,1561,1.00
eglese,egl-s1-C,PS_5R_best,relocateBeforeDummy,feasible,151,1,29,246,1.00
eglese,egl-s1-C,PS_5R_best,crossAtDummy,infeasible,151,257,137,632,1.00
eglese,egl-s1-C,PS_5R_best,crossAtDummy,feasible,151,0,0,10,1.00
eglese,egl-s1-C,PS_5R_best,exchange,infeasible,151,38,40,7710,1.00
eglese,egl-s1-C,PS_5R_best,exchange,feasible,151,0,11,3057,1.00
eglese,egl-s1-C,PS_5R_best,cross,infeasible,151,40,226,2279,1.00
eglese,egl-s1-C,PS_5R_best,cross,feasible,151,0,0,169,1.00
eglese,egl-s1-C,IM_best,relocate,infeasible,151,105,174,9393,1.00
eglese,egl-s1-C,IM_best,relocate,feasible,151,0,25,1281,1.00
eglese,egl-s1-C,IM_best,relocateBeforeDummy,infeasible,151,64,113,1607,1.00
eglese,egl-s1-C,IM_best,relocateBeforeDummy,feasible,151,0,13,275,1.00
eglese,egl-s1-C,IM_best,crossAtDummy,infeasible,151,260,80,670,1.00
eglese,egl-s1-C,IM_best,crossAtDummy,feasible,151,0,3,23,1.00
eglese,egl-s1-C,IM_best,exchange,infeasible,151,36,36,8692,1.00
eglese,egl-s1-C,IM_best,exchange,feasible,151,0,17,2075,1.00
eglese,egl-s1-C,IM_best,cross,infeasible,151,66,224,2298,1.00
eglese,egl-s1-C,IM_best,cross,feasible,151,0,2,124,1.00
eglese,egl-s2-A,IM_best,relocate,infeasible,295,69,172,34277,1.00
eglese,egl-s2-A,IM_best,relocate,feasible,295,0,53,8087,1.00
eglese,egl-s2-A,IM_best,exchange,infeasible,295,11,30,30775,1.00
eglese,egl-s2-A,IM_best,exchange,feasible,295,0,15,11561,1.00
eglese,egl-s2-A,IM_best,relocateBeforeDummy,infeasible,295,38,107,3023,1.00
eglese,egl-s2-A,IM_best,relocateBeforeDummy,feasible,295,0,6,914,1.00
eglese,egl-s2-A,IM_best,crossAtDummy,infeasible,295,227,106,1650,1.00
eglese,egl-s2-A,IM_best,crossAtDummy,feasible,295,0,1,60,1.00
eglese,egl-s2-A,IM_best,cross,infeasible,295,84,280,9701,1.00
eglese,egl-s2-A,IM_best,cross,feasible,295,0,4,529,1.00
eglese,egl-s2-A,U_5R_best,relocate,infeasible,295,28,188,31456,1.00
eglese,egl-s2-A,U_5R_best,relocate,feasible,295,0,45,10941,1.00
